Apogee,bodylen_coeff,BurnoutMass,CfgID,GUID,landing_velocity,LaunchRodClearanceMass,LaunchRodClearanceStability,max_acceleration,max_velocity,MaxMach,MaxStability,noselen_coeff,payload_mass,rail_exit_velocity
1724.2687232,0.0817114118504,5.26095190081,cfg555,01653b1c-96e1-4511-bd6a-445e18888d10,4.6771704145,5.79154040369,3.37315654459,145.037400861,206.226802855,0.61043217519,5.70008899311,0.502656923604,3.00759635257,16.2826586598
1413.58489818,0.0271595183373,6.15230401163,cfg555,564c51e0-458e-48a4-ad8f-f73c33d674c4,4.98693390232,6.6784077777,3.84748203413,124.517236523,176.70112821,0.522688681933,5.92653382058,0.51842178954,3.91433935514,15.3174850191
1392.62174499,0.0850721990365,6.16026426114,cfg555,bbb88def-514d-4e43-b0bf-03f85dceca0c,5.11747426801,6.68634649029,3.88126547662,124.358573399,176.175603173,0.521736233569,6.18249828565,0.50759726074,3.9026922201,15.3025887366
1718.3216829,0.00736288681342,5.27071501287,cfg555,48f0afd7-3a98-461f-b6d7-0f29acaf40ac,4.63798664797,5.80127369935,3.22149877489,144.778861395,205.794746346,0.608846024507,5.41094769647,0.500865622192,3.04308911929,16.2623713549
1376.63446651,0.0428349910761,6.21591344947,cfg555,f2156cb4-a00f-4c95-8ae5-4ccbb3ab88cc,5.03928138177,6.7418835635,3.82002435781,123.259080502,174.670986824,0.518140788552,6.02587859402,0.50929309456,3.9728580786,15.1994748762
1730.50864367,0.0960205472063,5.26741505557,cfg555,3a4f31c1-4174-4827-928f-ef7adf63cbdb,4.63234216525,5.79798690161,3.64432403633,144.865963647,206.109174271,0.608827475844,5.76364759269,0.504578068323,3.00617744723,16.2691010879
1492.89674862,0.033059574948,5.88922889186,cfg555,032c01b2-36a9-48a7-a1ea-4c7270a7896a,4.88382503931,6.41844044432,3.71976813649,129.984812624,184.469282189,0.546637015604,5.83383237285,0.519187882483,3.64919688599,15.0300787261
1433.44556238,0.00748557981167,6.1036187002,cfg555,965a2ab4-9c12-4f25-b53c-03806b40ae35,4.98344901049,6.62979778167,3.82516492527,125.496937874,178.169417149,0.527235282489,5.815917403,0.508345529183,3.87567550118,15.4090067871
1725.37619339,0.061384611667,5.26177154934,cfg555,09278c95-fb2b-4e58-8da6-746d6a8024dc,4.68354708043,5.79232903695,3.35317037158,145.01639395,206.250436601,0.609938581539,5.61798194875,0.510882936253,3.01511693893,16.2809812873
1479.63767669,0.0899973835805,5.93664927547,cfg555,71ea87b8-2154-450a-b695-1bec20599b16,4.96811673355,6.46323487398,3.82753178254,128.966707195,183.092345536,0.541693039758,6.09399334,0.50991321242,3.68017349151,15.711681072
1367.16437101,0.088424753388,6.23677287003,cfg555,0acff21c-4c7d-4c22-9a94-fbb7f65c3726,5.0432321447,6.76270375023,3.9325541574,122.851500947,174.027392708,0.515852612929,6.23572243398,0.508900469958,3.97799090141,15.1611623409
1664.47950154,0.0985222897519,5.43310399567,cfg555,3c874c17-a75f-4551-a04b-c6ef478fdd6c,4.70977429875,5.96324858611,3.57466467031,140.599878839,199.928289663,0.591370553463,5.86983403101,0.518196909378,3.17049582912,15.9332116438
1712.59462009,0.0714150801838,5.28359484655,cfg555,daf39697-bc2c-406b-aefc-88408a7c45ca,4.66743400496,5.81412564968,3.3180011104,144.438834762,205.317514621,0.60748691488,5.67144665543,0.51194250901,3.03346810672,16.2356253183
1454.65623014,0.0382362169279,5.9520560576,cfg555,4206f8c4-c34c-4181-bd3a-efd53b135dcb,5.03918123168,6.47860998827,3.59876153243,128.639007954,182.307874158,0.541165594176,5.88621164127,0.518305502801,3.71316290563,15.6832447123
1469.05115182,0.0293458612718,5.96049737459,cfg555,db173812-4093-4b7c-86c5-de662a630d05,4.94077352722,6.48703197582,3.71549546207,128.460125593,182.329471154,0.540275211144,5.85012538195,0.518261006752,3.72178277172,15.6675623009
1424.55901343,0.0788445641755,6.07519218669,cfg555,275c0794-da26-421c-8bdb-8c3014b224a4,5.03873424625,6.60145420616,3.89874701281,126.075086538,178.714706306,0.529230066469,6.1172669531,0.513524479067,3.82244357436,15.4594742962
1650.68544337,0.0183375072637,5.44282380123,cfg555,b98ff826-3cad-47a9-a8e3-83c5580c1fd6,4.70919135714,5.97295331538,3.41553117796,140.356673719,199.335038197,0.590344698901,5.54996019411,0.500697367044,3.20855178934,15.9140907411
